Product Name,Region,Warehouse ID,Date,Business Unit,Strategic Initiative,Revenue,Expenses,Net Profit,ROI (%),Cost per Unit,Inventory Units,Carrying Cost Rate,Inventory Carrying Cost,Logistics Spend,Automation Investment,Automation Savings,ROI on Automation (%),Risk Category,Risk Score,Risk Status,Order Fulfillment Rate (%),Avg Delivery Time (Days),Network Efficiency Score,Carbon Emission (kg),Emission per Order (kg),Renewable Energy Usage (%),Waste Reduction (%),Initiative Impact Score,Projected Growth (%)
Samsung Galaxy S22,South,WH_1,2025-05-24,Electronics,Sustainable Packaging,52036.68,12721.49,39315.19,309.05,106.79,3573,7.65,29189.39,5236.6,6421.7,896.82,13.97,High,2.81,Watchlist,86.16,6.85,81.95,919.42,0.26,55.31,35.26,86.75,16.4
IKEA Chair,West,WH_2,2025-04-25,Consumer Goods,Demand Forecasting,91581.13,30994.39,60586.740000000005,195.48,273.23,4628,15.9,201056.84,5344.79,9809.37,1380.38,14.07,Medium,6.06,Watchlist,86.04,2.25,84.08,886.81,0.19,35.17,10.64,75.03,15.88
IKEA Chair,West,WH_1,2025-05-10,Home Essentials,Last-Mile Optimization,67694.38,41883.67,25810.710000000006,61.62,210.31,418,19.89,17485.22,3618.21,18710.46,1543.1,8.25,Medium,9.61,Critical,90.05,5.4,89.05,1420.45,3.4,24.62,29.27,71.2,8.7
Nike T-Shirt,East,WH_1,2025-06-15,Consumer Goods,Warehouse Automation,94983.87,18260.69,76723.18,420.15,131.23,4837,19.28,122381.63,12939.71,1234.41,252.06,20.42,High,7.4,Watchlist,90.77,4.72,97.03,1796.34,0.37,35.11,31.15,91.49,8.79
LEGO Set,West,WH_4,2025-06-28,Fashion,Demand Forecasting,17998.61,13269.46,4729.1500000000015,35.64,390.58,2921,17.21,196346.17,5497.28,4980.99,994.49,19.97,High,3.77,Stable,96.84,1.51,72.1,2240.79,0.77,62.0,42.73,86.65,7.56
Sony Headphones,South,WH_3,2025-06-04,Electronics,Demand Forecasting,50559.47,42102.29,8457.18,20.09,100.96,583,16.25,9564.7,12519.32,4645.81,1145.61,24.66,Medium,4.97,Critical,86.58,5.0,72.39,714.27,1.23,29.97,13.21,51.48,8.52
Nike T-Shirt,North,WH_2,2025-04-22,Consumer Goods,Green Logistics,62420.09,61709.16,710.929999999993,1.15,57.45,4378,16.88,42455.92,6883.66,10881.41,2637.78,24.24,Medium,9.39,Watchlist,95.98,4.82,80.1,2204.65,0.5,47.45,25.76,61.98,10.42
LEGO Set,North,WH_1,2025-04-01,Fashion,Last-Mile Optimization,51122.73,37207.88,13914.850000000006,37.4,365.36,1237,5.39,24360.12,3597.63,11081.96,2662.02,24.02,Low,4.32,Critical,94.95,6.28,85.45,2150.57,1.74,20.25,41.9,97.1,9.83
Levi's Jeans,North,WH_2,2025-06-16,Fashion,Demand Forecasting,46014.87,30125.4,15889.470000000001,52.74,49.87,3605,19.09,34320.26,14239.21,10046.32,1825.09,18.17,High,9.15,Critical,90.58,4.84,91.36,2674.65,0.74,90.1,49.24,85.83,5.48
Barbie Doll,North,WH_2,2025-05-06,Fashion,Sustainable Packaging,90676.77,86825.7,3851.070000000007,4.44,246.26,4529,8.61,96028.32,4751.33,15311.8,2785.97,18.19,Low,1.95,Critical,85.42,6.61,79.8,1458.72,0.32,42.43,45.96,83.3,19.27
LEGO Set,South,WH_2,2025-06-11,Home Essentials,Green Logistics,88474.65,82780.01,5694.639999999999,6.88,385.51,629,14.66,35548.42,6901.13,14631.41,2885.32,19.72,Medium,6.89,Critical,99.01,3.9,77.0,1147.73,1.82,43.28,15.57,67.01,13.88
Barbie Doll,North,WH_2,2025-05-13,Fashion,Warehouse Automation,61922.52,5095.54,56826.979999999996,1115.23,40.32,4487,7.85,14201.89,7045.89,9050.27,1848.57,20.43,High,9.41,Stable,92.54,4.81,76.66,1488.28,0.33,63.06,33.03,57.24,19.14
Corn Flakes,West,WH_2,2025-05-05,Home Essentials,Warehouse Automation,77235.39,66337.05,10898.339999999997,16.43,415.6,381,13.98,22136.44,6015.59,19816.37,1480.14,7.47,High,6.17,Critical,97.02,4.22,91.12,1441.77,3.78,98.49,26.66,91.39,8.16
Barbie Doll,South,WH_3,2025-05-24,Consumer Goods,Warehouse Automation,45262.71,44634.19,628.5199999999968,1.41,333.03,1404,19.87,92906.98,9123.26,7410.79,1375.29,18.56,Medium,7.82,Watchlist,86.04,5.5,78.47,2807.66,2.0,76.09,37.4,54.87,9.85
Pasta,North,WH_3,2025-04-19,Fashion,Demand Forecasting,22380.49,17096.05,5284.440000000002,30.91,152.63,1286,8.15,15997.0,12456.66,4717.45,850.31,18.02,Medium,7.53,Critical,86.48,5.82,95.75,1441.39,1.12,98.62,43.97,58.41,5.84
Samsung Galaxy S22,West,WH_1,2025-06-21,Electronics,Green Logistics,40463.72,20384.92,20078.800000000003,98.5,82.8,3409,8.68,24500.62,3544.43,8536.25,943.58,11.05,High,9.59,Critical,95.81,5.77,99.73,2176.84,0.64,27.17,33.18,90.91,10.73
Samsung Galaxy S22,West,WH_2,2025-04-03,Fashion,Green Logistics,20984.64,15252.7,5731.939999999999,37.58,455.15,1942,5.35,47288.72,9448.76,11879.98,1244.37,10.47,High,1.85,Critical,87.63,4.16,89.34,1584.14,0.82,65.71,14.97,53.17,18.63
IKEA Chair,South,WH_3,2025-06-27,Home Essentials,Green Logistics,58277.51,48271.79,10005.720000000001,20.73,249.4,4350,17.56,190506.68,9006.76,16557.72,2986.02,18.03,Low,9.69,Stable,87.62,4.8,75.4,1886.8,0.43,84.04,16.15,56.44,8.09
Samsung Galaxy S22,East,WH_3,2025-06-10,Consumer Goods,Green Logistics,42720.37,25535.99,17184.38,67.29,217.3,100,8.73,1897.03,2600.16,18970.1,4380.65,23.09,Medium,6.93,Watchlist,87.03,4.2,79.39,2776.96,27.77,99.74,40.31,75.53,15.32
Levi's Jeans,North,WH_4,2025-04-10,Electronics,Green Logistics,87047.67,22657.72,64389.95,284.19,75.76,4622,8.24,28853.41,6667.85,3441.35,600.39,17.45,Low,5.95,Watchlist,90.54,6.47,82.0,708.14,0.15,40.33,31.27,84.73,13.04
Corn Flakes,East,WH_3,2025-06-21,Electronics,Last-Mile Optimization,83845.74,52697.31,31148.430000000008,59.11,215.65,1357,9.75,28532.11,12241.19,8199.9,1990.96,24.28,Low,1.7,Stable,92.71,5.26,82.2,1323.39,0.98,27.12,55.46,88.9,7.19
IKEA Chair,East,WH_2,2025-04-13,Consumer Goods,Green Logistics,95660.46,75962.99,19697.47,25.93,70.52,4412,15.92,49532.57,5985.14,16605.52,2456.35,14.79,High,4.14,Critical,97.55,4.53,88.22,2741.43,0.62,33.66,57.33,69.48,10.18
Sony Headphones,West,WH_1,2025-05-01,Home Essentials,Sustainable Packaging,71799.25,52642.74,19156.510000000002,36.39,332.21,1268,10.68,44988.68,11560.49,2004.43,391.03,19.51,Medium,7.37,Stable,94.83,3.8,83.73,1597.4,1.26,48.32,33.43,64.34,19.29
Nike T-Shirt,South,WH_3,2025-05-25,Fashion,Green Logistics,38146.32,7987.83,30158.489999999998,377.56,48.94,2066,19.17,19382.79,4146.47,2090.82,415.41,19.87,High,9.37,Stable,98.95,3.83,85.26,2326.99,1.13,58.37,35.75,99.9,18.32
Levi's Jeans,West,WH_1,2025-06-01,Consumer Goods,Sustainable Packaging,74274.41,53671.63,20602.780000000006,38.39,377.34,2100,19.91,157769.63,10595.26,18488.72,4619.1,24.98,High,7.16,Stable,93.81,6.81,90.24,2704.83,1.29,61.88,21.25,53.76,17.59
IKEA Chair,North,WH_3,2025-04-12,Home Essentials,Demand Forecasting,97275.56,36185.32,61090.24,168.83,342.74,4516,17.76,274891.74,13151.48,6511.23,954.71,14.66,Medium,2.92,Critical,94.15,3.66,97.69,2822.77,0.63,96.73,35.78,94.67,19.03
iPhone 14,West,WH_4,2025-06-15,Consumer Goods,Last-Mile Optimization,39569.66,17233.95,22335.710000000003,129.6,12.53,1625,11.03,2245.85,2115.23,9185.27,822.16,8.95,High,5.63,Stable,90.96,6.52,70.21,2423.62,1.49,40.01,33.53,68.72,10.47
Pasta,East,WH_3,2025-05-06,Consumer Goods,Demand Forecasting,22588.7,18140.36,4448.34,24.52,12.85,1725,6.66,1476.27,5703.7,3539.93,475.1,13.42,Medium,9.11,Stable,94.66,6.72,98.79,2957.32,1.71,29.5,34.45,74.78,15.23
Samsung Galaxy S22,West,WH_2,2025-04-26,Home Essentials,Warehouse Automation,11903.7,6073.82,5829.880000000001,95.98,255.0,2037,5.78,30023.34,12787.86,9163.64,1552.48,16.94,Low,4.91,Watchlist,89.09,1.95,82.87,2044.03,1.0,78.34,19.34,64.06,6.73
Wooden Table,South,WH_3,2025-06-26,Home Essentials,Warehouse Automation,82895.72,59616.19,23279.53,39.05,256.14,1584,7.83,31768.33,13113.33,12949.25,1032.64,7.97,Low,2.19,Stable,88.97,2.56,74.39,544.15,0.34,35.97,53.22,69.02,12.87
IKEA Chair,South,WH_2,2025-05-02,Electronics,Last-Mile Optimization,55887.73,37765.24,18122.490000000005,47.99,159.1,2305,10.45,38322.81,14258.98,14520.13,1443.21,9.94,Low,2.64,Stable,85.76,5.6,76.36,1680.15,0.73,92.68,15.04,59.24,19.22
Pasta,East,WH_3,2025-04-22,Consumer Goods,Green Logistics,59659.14,52114.77,7544.370000000003,14.48,172.29,3060,16.14,85091.27,9655.84,12489.56,1219.61,9.77,Medium,2.89,Watchlist,86.26,2.09,88.89,2004.59,0.66,23.28,58.42,94.2,17.26
Bookshelf,West,WH_4,2025-06-11,Consumer Goods,Green Logistics,37132.88,20237.36,16895.519999999997,83.49,382.88,4470,15.81,270583.98,2569.54,4642.43,743.25,16.01,Medium,9.02,Critical,99.14,6.42,83.45,2293.31,0.51,92.87,13.39,70.95,18.97
Nike T-Shirt,North,WH_2,2025-06-05,Electronics,Sustainable Packaging,36069.07,34695.91,1373.1599999999962,3.96,39.79,1658,16.11,10628.06,7167.42,14009.19,3138.78,22.41,Low,2.49,Critical,90.57,5.79,82.03,1178.74,0.71,34.73,18.0,60.89,15.45
Barbie Doll,West,WH_4,2025-04-10,Fashion,Last-Mile Optimization,73742.92,42956.47,30786.449999999997,71.67,93.84,473,13.0,5770.22,5793.96,13152.69,3135.72,23.84,Medium,9.35,Watchlist,97.66,1.78,99.4,2973.84,6.29,36.8,15.81,82.43,14.49
Nike T-Shirt,East,WH_4,2025-06-05,Consumer Goods,Sustainable Packaging,46750.86,30529.9,16220.96,53.13,169.07,569,14.39,13843.3,2135.31,7754.18,1520.56,19.61,Medium,2.59,Stable,92.79,6.88,93.35,2451.28,4.31,28.52,47.29,69.1,14.81
Adidas Sneakers,South,WH_2,2025-05-07,Home Essentials,Warehouse Automation,62349.74,51323.28,11026.46,21.48,378.92,1375,11.69,60906.65,11487.55,9244.17,736.45,7.97,Medium,1.84,Stable,91.66,5.99,75.28,1924.14,1.4,95.47,19.02,64.1,9.65
Sony Headphones,West,WH_1,2025-04-14,Electronics,Green Logistics,32072.85,29612.77,2460.079999999998,8.31,485.49,921,15.86,70915.82,3784.79,15258.44,798.9,5.24,Low,4.4,Stable,86.6,1.57,94.92,2836.69,3.08,30.57,48.51,63.38,19.08
Tomato Ketchup,North,WH_2,2025-05-28,Consumer Goods,Sustainable Packaging,73671.02,18893.63,54777.39,289.93,245.41,4710,18.39,212566.53,12601.04,6840.31,997.19,14.58,Low,1.5,Critical,88.88,4.49,70.64,2445.24,0.13,63.57,15.13,94.32,11.23
IKEA Chair,North,WH_1,2025-04-12,Electronics,Demand Forecasting,68982.81,19452.72,49530.09,254.62,440.71,3251,15.3,219210.48,11293.07,18130.68,2689.94,14.84,Low,3.02,Watchlist,90.18,4.89,73.55,2808.3,0.86,93.59,54.78,80.23,7.67
Hot Wheels Car,South,WH_1,2025-06-22,Home Essentials,Warehouse Automation,37140.74,31277.07,5863.669999999998,18.75,180.71,951,9.07,15587.27,8490.26,8013.14,826.0,10.31,High,8.19,Stable,97.49,6.88,93.33,866.47,0.91,31.82,32.33,89.84,19.65
Sony Headphones,North,WH_3,2025-04-11,Home Essentials,Last-Mile Optimization,99529.45,22192.29,77337.16,348.49,198.66,2715,12.41,66934.81,8256.75,19484.13,3319.09,17.03,High,4.0,Critical,98.36,3.61,86.48,1846.87,0.68,59.41,36.81,61.51,6.25
Adidas Sneakers,South,WH_1,2025-04-07,Consumer Goods,Warehouse Automation,99451.48,6620.28,92831.2,1402.22,283.6,1194,18.81,63694.12,2774.51,7637.6,1678.36,21.97,Low,3.65,Stable,97.11,4.53,97.94,1552.69,1.3,36.86,21.23,87.35,6.76
Tomato Ketchup,South,WH_2,2025-05-12,Home Essentials,Green Logistics,14867.5,6046.05,8821.45,145.9,294.99,4006,17.56,207511.78,13316.2,1573.53,193.62,12.3,Low,3.21,Stable,93.25,5.98,74.49,956.06,0.24,79.48,47.41,84.93,9.49
Nike T-Shirt,East,WH_4,2025-04-05,Home Essentials,Green Logistics,15400.07,11681.57,3718.5,31.83,306.05,1521,12.55,58420.51,2141.28,16820.92,3128.37,18.6,Medium,5.99,Watchlist,98.33,4.26,91.28,1559.18,1.03,32.54,58.66,76.08,19.67
iPhone 14,South,WH_1,2025-04-13,Home Essentials,Sustainable Packaging,26532.44,21063.11,5469.329999999998,25.97,284.05,732,17.25,35866.99,8089.67,6950.6,1239.84,17.84,Medium,2.48,Watchlist,94.38,2.57,73.25,694.52,0.95,68.26,52.33,51.4,9.23
iPhone 14,North,WH_4,2025-05-07,Electronics,Sustainable Packaging,59652.22,39889.37,19762.85,49.54,25.86,2305,6.28,3743.34,9411.6,1852.62,458.15,24.73,Medium,1.41,Watchlist,86.35,3.2,99.42,2379.2,1.03,96.7,35.01,65.72,10.86
IKEA Chair,South,WH_2,2025-06-17,Consumer Goods,Last-Mile Optimization,19090.26,16377.81,2712.449999999999,16.56,83.59,4910,16.94,69526.32,8200.39,17507.43,1006.36,5.75,Low,2.36,Watchlist,86.14,4.94,98.58,1078.93,0.22,37.25,44.07,57.04,15.78
Adidas Sneakers,East,WH_2,2025-05-12,Home Essentials,Warehouse Automation,66112.37,62454.25,3658.1199999999953,5.86,29.61,3275,8.59,8329.96,14961.12,12530.66,3027.45,24.16,High,6.65,Watchlist,86.41,1.58,92.99,1273.86,0.39,89.4,49.87,94.76,12.48
Samsung Galaxy S22,South,WH_3,2025-05-19,Fashion,Warehouse Automation,42699.54,8363.9,34335.64,410.52,97.8,3874,8.87,33606.41,8152.39,5864.5,1321.46,22.53,High,9.32,Stable,99.09,4.19,80.9,1216.56,0.31,52.72,40.98,84.03,11.61
Pasta,East,WH_3,2025-05-17,Fashion,Green Logistics,50508.3,44929.37,5578.93,12.42,495.71,449,14.31,31850.31,10370.27,15079.81,1492.35,9.9,High,1.07,Stable,89.21,2.37,81.98,682.45,1.52,51.06,33.11,54.68,11.99
Sony Headphones,West,WH_4,2025-06-04,Consumer Goods,Green Logistics,92571.43,85783.83,6787.599999999991,7.91,386.43,1734,11.02,73841.67,2838.13,7506.05,1282.59,17.09,Low,7.32,Watchlist,86.66,4.0,86.35,2871.33,1.66,31.64,20.67,78.41,19.82
Wooden Table,North,WH_3,2025-04-02,Fashion,Demand Forecasting,29034.36,5551.41,23482.95,423.01,381.72,3564,9.05,123120.73,10263.93,2588.23,165.26,6.39,Medium,1.74,Critical,91.55,3.81,76.42,2732.68,0.77,34.73,12.69,94.75,11.43
Adidas Sneakers,East,WH_4,2025-05-16,Electronics,Warehouse Automation,52794.95,37922.62,14872.329999999994,39.22,88.74,3678,10.32,33683.01,11007.72,8393.62,436.35,5.2,High,2.79,Critical,94.69,4.89,79.71,2965.92,0.81,95.12,47.14,86.84,9.75
Barbie Doll,West,WH_2,2025-05-04,Electronics,Demand Forecasting,81281.51,56409.57,24871.939999999995,44.09,138.77,130,19.82,3575.55,14263.21,17288.07,3057.54,17.69,High,9.73,Stable,85.53,5.6,75.63,2241.12,17.24,81.95,40.05,60.81,8.15
iPhone 14,North,WH_2,2025-05-29,Fashion,Last-Mile Optimization,37626.89,31723.1,5903.790000000001,18.61,71.13,4188,14.73,43879.56,7927.97,8797.35,1059.57,12.04,High,4.83,Watchlist,86.64,2.47,82.85,942.24,0.22,67.59,37.14,69.08,17.68
Hot Wheels Car,West,WH_3,2025-04-03,Fashion,Sustainable Packaging,82534.58,13049.02,69485.56,532.5,328.32,3469,6.56,74714.6,11749.27,12852.69,2042.89,15.89,High,5.0,Critical,96.69,5.17,95.55,1029.68,0.3,82.15,37.58,55.73,17.85
Hot Wheels Car,East,WH_4,2025-06-23,Home Essentials,Demand Forecasting,80617.17,34929.92,45687.25,130.8,470.41,1934,12.61,114722.37,5478.92,13514.95,1506.64,11.15,Medium,7.06,Stable,98.05,3.78,70.47,883.44,0.46,49.95,50.84,91.0,14.0
IKEA Chair,West,WH_4,2025-04-20,Electronics,Sustainable Packaging,67999.09,57197.89,10801.199999999997,18.88,402.65,4833,11.44,222623.25,14212.09,8417.82,1646.72,19.56,Medium,9.14,Critical,87.3,2.77,91.3,815.83,0.17,29.47,38.85,69.6,16.43
Samsung Galaxy S22,South,WH_2,2025-04-01,Fashion,Warehouse Automation,49367.89,32902.71,16465.18,50.04,300.71,327,14.27,14032.0,9067.74,19475.6,3200.99,16.44,Low,7.68,Stable,99.26,4.99,93.33,966.39,2.96,72.2,21.09,59.69,17.61
Nike T-Shirt,West,WH_2,2025-04-30,Fashion,Green Logistics,22939.26,5415.13,17524.129999999997,323.61,492.55,947,6.66,31065.23,14053.59,3331.0,261.04,7.84,Medium,9.05,Stable,86.12,6.15,97.38,1019.93,1.08,28.05,49.77,70.69,12.3
Hot Wheels Car,South,WH_3,2025-05-21,Home Essentials,Demand Forecasting,91747.22,75139.38,16607.839999999997,22.1,98.11,183,18.55,3330.49,10575.66,12993.05,2870.97,22.1,Low,9.78,Watchlist,92.02,4.88,42.83,895.97,4.9,79.34,56.33,59.64,5.44
Hot Wheels Car,South,WH_2,2025-04-01,Fashion,Green Logistics,39478.58,12577.05,26901.530000000002,213.89,366.59,1136,9.01,37521.81,8260.47,19111.36,2287.83,11.97,High,6.87,Watchlist,95.81,4.23,85.38,1499.86,1.32,35.44,18.65,84.35,18.31
LEGO Set,West,WH_4,2025-06-10,Consumer Goods,Sustainable Packaging,24908.78,9097.86,15810.919999999998,173.79,363.81,3650,18.24,242210.15,7508.59,15194.51,3239.14,21.32,High,1.97,Watchlist,91.23,4.62,81.22,2081.75,0.57,25.14,18.36,51.69,12.67
iPhone 14,East,WH_4,2025-04-06,Fashion,Demand Forecasting,82813.64,38412.15,44401.49,115.59,101.1,2109,6.09,12985.09,10540.41,8067.32,1661.08,20.59,Low,1.09,Critical,85.16,3.31,83.96,2488.1,1.18,91.9,38.08,69.28,14.03
Hot Wheels Car,North,WH_2,2025-06-03,Fashion,Sustainable Packaging,61655.36,41614.67,20040.690000000002,48.16,344.24,3665,9.77,123262.19,6161.58,4745.34,999.11,21.05,Medium,1.42,Watchlist,91.11,2.18,75.13,1317.19,0.36,50.63,38.82,64.25,14.65
Sony Headphones,North,WH_3,2025-05-02,Home Essentials,Last-Mile Optimization,90624.66,83606.39,7018.270000000004,8.39,29.17,233,6.04,410.52,3236.56,16247.75,3162.64,19.47,Medium,3.85,Watchlist,90.8,4.56,79.4,2030.8,8.72,51.47,44.82,72.73,17.73
Samsung Galaxy S22,North,WH_3,2025-04-08,Fashion,Sustainable Packaging,14305.08,5096.74,9208.34,180.67,61.52,2744,17.92,30250.91,11415.29,5300.48,358.33,6.76,High,9.12,Watchlist,96.83,4.46,70.15,2220.6,0.81,24.2,54.17,52.15,5.72
LEGO Set,East,WH_2,2025-05-09,Fashion,Sustainable Packaging,72879.83,67779.23,5100.600000000006,7.53,295.89,1082,6.89,22058.54,13204.63,15307.66,3483.41,22.76,Medium,6.73,Critical,86.77,4.4,87.34,2153.17,1.99,98.11,26.1,86.54,8.39
Bookshelf,East,WH_4,2025-04-22,Consumer Goods,Last-Mile Optimization,68242.08,59126.59,9115.490000000005,15.42,350.53,715,19.58,49073.15,2783.47,1249.43,116.48,9.32,Medium,2.69,Stable,89.94,5.98,92.85,1784.82,2.5,45.07,57.22,85.43,14.83
Hot Wheels Car,North,WH_3,2025-05-13,Electronics,Warehouse Automation,97755.82,85498.95,12256.87000000001,14.34,261.6,3378,7.82,69104.15,5611.9,4119.73,459.06,11.14,High,6.84,Stable,91.68,2.09,73.31,541.47,0.16,56.87,23.34,73.81,12.96
IKEA Chair,North,WH_4,2025-04-05,Consumer Goods,Last-Mile Optimization,45723.52,22545.66,23177.859999999997,102.8,173.53,3715,9.09,58599.95,3271.57,13323.81,2616.8,19.64,Medium,2.75,Stable,90.84,4.77,85.89,1734.04,0.47,54.69,44.06,82.32,19.38
Nike T-Shirt,North,WH_2,2025-04-03,Consumer Goods,Sustainable Packaging,57891.86,19569.56,38322.3,195.83,442.47,3414,10.88,164352.47,3316.96,14944.56,3376.06,22.59,Medium,5.46,Stable,96.39,3.41,78.64,1990.78,0.58,78.71,14.71,75.16,15.51
Adidas Sneakers,East,WH_4,2025-06-03,Electronics,Warehouse Automation,24998.09,11642.47,13355.62,114.71,233.06,204,14.99,7126.88,7562.99,1395.71,341.77,24.49,Low,2.54,Stable,93.61,6.83,87.49,1720.77,8.44,39.8,15.47,90.95,13.51
LEGO Set,South,WH_2,2025-04-04,Electronics,Warehouse Automation,37414.2,28862.9,8551.299999999996,29.63,231.78,2973,19.85,136782.77,5345.41,10243.37,1258.48,12.29,Low,8.45,Watchlist,95.3,6.4,93.24,2642.39,0.89,92.17,39.79,55.64,15.29
Barbie Doll,North,WH_1,2025-04-22,Electronics,Demand Forecasting,99467.84,38743.38,60724.46,156.74,25.14,4831,16.12,19577.96,14652.78,7828.98,1556.97,19.89,Low,9.29,Watchlist,94.26,6.81,96.31,2197.0,0.45,91.94,32.46,97.92,12.9
Corn Flakes,East,WH_4,2025-05-09,Fashion,Demand Forecasting,37839.1,6349.69,31489.41,495.92,264.84,2912,17.51,135039.59,3598.5,16111.33,2631.5,16.33,Medium,3.6,Stable,92.23,5.27,83.99,875.57,0.3,97.33,41.19,83.22,9.55
iPhone 14,East,WH_1,2025-04-10,Consumer Goods,Demand Forecasting,84292.35,14787.51,69504.84000000001,470.02,249.3,141,11.45,4024.82,10583.29,1012.19,101.51,10.03,Medium,8.91,Critical,94.65,5.73,74.65,715.01,5.07,41.65,59.8,59.84,13.78
Hot Wheels Car,South,WH_2,2025-05-08,Consumer Goods,Demand Forecasting,83053.82,54723.77,28330.05000000001,51.77,217.06,903,18.4,36064.95,13962.52,12343.74,1045.03,8.47,Medium,7.11,Watchlist,96.66,2.27,93.03,1125.05,1.25,53.3,19.98,65.25,9.46
LEGO Set,West,WH_4,2025-05-04,Electronics,Demand Forecasting,22474.89,12722.18,9752.71,76.66,163.5,3029,12.03,59577.55,7559.7,8989.61,1187.09,13.21,Low,9.21,Stable,98.88,3.82,92.68,2038.02,0.67,44.19,22.13,75.61,6.91
Sony Headphones,East,WH_4,2025-05-22,Consumer Goods,Demand Forecasting,10535.76,9470.02,1065.7399999999998,11.25,438.71,3870,17.59,298644.37,3100.57,6133.32,1516.37,24.72,Low,4.0,Stable,96.92,4.61,90.72,2660.79,0.69,29.72,39.23,75.54,15.75
Levi's Jeans,South,WH_3,2025-06-21,Home Essentials,Warehouse Automation,86703.01,29583.8,57119.20999999999,193.08,162.34,152,17.08,4214.61,10107.63,4813.3,305.3,6.34,Low,6.43,Stable,92.54,2.86,73.11,561.64,3.69,60.46,29.54,96.3,9.5
Nike T-Shirt,South,WH_3,2025-06-22,Electronics,Sustainable Packaging,49521.69,34302.37,15219.32,44.37,70.37,1298,14.54,13280.87,4402.5,16552.45,3004.16,18.15,Low,5.6,Critical,92.93,4.12,78.7,2168.84,1.67,96.73,34.65,83.38,10.87
Barbie Doll,North,WH_2,2025-05-05,Home Essentials,Demand Forecasting,12517.36,8436.05,4081.3100000000013,48.38,286.46,190,13.71,7462.0,2443.09,13358.02,2423.66,18.14,Medium,1.38,Watchlist,98.96,4.07,91.69,1192.26,6.28,98.54,27.89,92.79,12.55
Pasta,West,WH_2,2025-04-12,Consumer Goods,Warehouse Automation,69034.0,41060.6,27973.4,68.13,235.15,1247,9.18,26918.7,11913.9,6755.67,870.03,12.88,High,5.35,Watchlist,93.78,2.49,91.26,1767.45,1.42,72.71,22.96,84.89,13.83
iPhone 14,West,WH_2,2025-06-06,Consumer Goods,Green Logistics,30853.39,22199.25,8654.14,38.98,254.72,4002,9.85,100409.86,5009.95,15663.12,3656.61,23.35,Low,1.95,Stable,95.56,3.61,99.2,2805.94,0.7,24.95,22.52,51.87,16.25
Adidas Sneakers,East,WH_3,2025-04-23,Consumer Goods,Warehouse Automation,50455.87,11055.48,39400.39,356.39,322.32,4658,8.0,120109.32,5282.43,9312.78,998.5,10.72,Low,7.68,Watchlist,96.8,5.95,75.77,1955.27,0.42,70.33,43.43,60.18,17.15
Bookshelf,East,WH_3,2025-04-11,Home Essentials,Sustainable Packaging,26677.39,20824.0,5853.389999999999,28.11,456.38,4426,12.44,251280.27,12821.24,11837.03,1713.37,14.47,Medium,4.21,Critical,97.37,5.91,83.17,2063.68,0.47,89.92,38.46,56.36,12.76
Corn Flakes,West,WH_3,2025-06-11,Electronics,Green Logistics,12028.82,10772.97,1255.8500000000004,11.66,152.05,2159,10.86,35650.77,6652.77,17576.41,1433.75,8.16,Medium,1.67,Critical,88.5,4.35,88.34,1280.6,0.59,69.49,37.3,94.59,13.74
Adidas Sneakers,East,WH_3,2025-05-09,Consumer Goods,Green Logistics,28046.01,25465.5,2580.5099999999984,10.13,39.1,1773,13.21,9157.74,11540.34,18559.31,3390.18,18.27,Low,3.12,Stable,96.68,4.6,88.3,2587.51,1.46,84.6,27.29,53.54,11.24
Nike T-Shirt,North,WH_1,2025-06-02,Home Essentials,Warehouse Automation,19365.51,12133.87,7231.639999999998,59.6,120.37,2969,11.47,40991.32,5944.44,17146.84,4188.86,24.43,Low,9.38,Stable,96.22,5.96,86.03,2650.74,0.89,74.56,46.9,77.62,5.78
Bookshelf,South,WH_2,2025-04-04,Home Essentials,Demand Forecasting,49415.76,44847.45,4568.310000000005,10.19,491.44,3112,10.28,157218.34,6460.63,18443.3,1800.69,9.76,Low,6.3,Stable,90.99,5.64,94.23,1840.54,0.59,23.66,50.09,93.66,8.75
Sony Headphones,North,WH_1,2025-05-02,Electronics,Demand Forecasting,38271.33,25043.18,13228.150000000001,52.82,446.31,2495,6.95,77391.27,7171.64,13494.07,2446.72,18.13,Low,3.25,Critical,87.98,5.38,94.4,2744.1,1.1,88.7,32.18,65.14,10.5
Tomato Ketchup,South,WH_3,2025-06-17,Fashion,Last-Mile Optimization,19394.04,9989.48,9404.560000000001,94.14,211.31,4083,9.2,79375.64,4646.21,3605.5,884.02,24.52,Low,3.74,Critical,88.06,3.55,94.49,854.9,0.21,98.23,44.92,82.5,11.81
Nike T-Shirt,West,WH_2,2025-06-13,Consumer Goods,Last-Mile Optimization,37037.16,35918.95,1118.2100000000064,3.11,39.26,3245,12.43,15835.66,13216.05,8308.6,489.24,5.89,Low,4.41,Critical,91.25,1.79,79.15,1853.87,0.57,47.82,11.3,80.44,18.4
Adidas Sneakers,East,WH_4,2025-06-27,Electronics,Green Logistics,65937.75,57756.39,8181.360000000001,14.17,393.48,567,17.11,38172.95,9192.82,19097.0,4516.34,23.65,Medium,8.73,Critical,91.72,4.65,87.05,1797.28,3.17,33.0,29.06,87.28,18.87
